,Accuracy,AUC,Precision,Recall,F1,JI,MCC
0,0.7260726072607261,0.720977463312369,0.7606837606837606,0.6180555555555556,0.6819923371647509,0.5174418604651163,0.45332365816824227
1,0.6963696369636964,0.6926755765199162,0.7063492063492064,0.6180555555555556,0.6592592592592594,0.49171270718232046,0.3904492251272819
2,0.7887788778877888,0.7849842767295598,0.8225806451612904,0.7083333333333334,0.7611940298507464,0.6144578313253012,0.5788863983410263
3,0.7656765676567657,0.7665749475890986,0.738562091503268,0.7847222222222222,0.7609427609427609,0.6141304347826086,0.5325222906108218
4,0.6633663366336634,0.6599187631027253,0.6640625,0.5902777777777778,0.6250000000000001,0.45454545454545453,0.3233591963117765
5,0.7491749174917491,0.747575995807128,0.7463768115942029,0.7152777777777778,0.7304964539007092,0.5754189944134078,0.49652008735027875
6,0.6831683168316832,0.6784591194968554,0.7,0.5833333333333334,0.6363636363636365,0.4666666666666667,0.3644453235466695
7,0.7128712871287128,0.7087264150943396,0.7317073170731707,0.625,0.6741573033707865,0.5084745762711864,0.4245202484279833
8,0.6864686468646864,0.6793107966457024,0.7333333333333333,0.5347222222222222,0.6184738955823293,0.4476744186046512,0.37634746863559937
9,0.7062706270627063,0.7066954926624738,0.6821192052980133,0.7152777777777778,0.6983050847457627,0.5364583333333334,0.41288636626907577
10,0.7062706270627063,0.702437106918239,0.72,0.625,0.6691449814126393,0.5027932960893855,0.41070966055146413
11,0.7326732673267327,0.7321802935010484,0.7172413793103448,0.7222222222222222,0.7197231833910034,0.5621621621621622,0.46421868299297614
12,0.7425742574257426,0.7406315513626834,0.7426470588235294,0.7013888888888888,0.7214285714285714,0.5642458100558659,0.4832086333510235
13,0.7128712871287128,0.70708857442348,0.7522123893805309,0.5902777777777778,0.6614785992217899,0.4941860465116279,0.4277105079903377
14,0.7293729372937293,0.7300183438155138,0.7039473684210527,0.7430555555555556,0.7229729729729729,0.5661375661375662,0.45947512899230586
15,0.7128712871287128,0.7093815513626834,0.7244094488188977,0.6388888888888888,0.6789667896678967,0.5139664804469274,0.4238283688736704
16,0.7029702970297029,0.698637316561845,0.7213114754098361,0.6111111111111112,0.6616541353383459,0.4943820224719101,0.40453065781884384
