,Accuracy,AUC,Precision,Recall,F1,JI,MCC
0,0.7117806041335453,0.7853292724244185,0.6639636872778593,0.6678770836675744,0.665326990358006,0.4994757090686838,0.412409275175261
1,0.7135135135135136,0.7847697489749152,0.6582656208600675,0.6993234725779276,0.6771956062062651,0.5134251977963619,0.42083431738061633
2,0.717074721780604,0.7904799164815458,0.6720727104544826,0.6557286354679087,0.6625305832198221,0.49634155982352235,0.4195160550248707
3,0.713370429252782,0.7826823217369567,0.6720425128845282,0.6485304680042043,0.6586498010267947,0.4929297347235573,0.41325216770194156
4,0.7309300476947534,0.8000859405798412,0.6783520769174097,0.7158217220379137,0.6956951517011839,0.5350908174138729,0.4557329133301215
5,0.6986009538950715,0.7765375979406508,0.6671071726303371,0.5991501917331353,0.628521274399733,0.46012912746889006,0.38088121399805686
6,0.7109220985691573,0.7910932190334607,0.6617047856585647,0.6782553294372612,0.6692693392241056,0.5038729687356348,0.4127241374000431
7,0.7130127186009538,0.791334466476545,0.670471399308841,0.6562435511354838,0.6619661546724974,0.49588847502600497,0.4130498375800822
8,0.7007710651828299,0.7848255759091857,0.6527239354240839,0.6658360496812906,0.6575774275159629,0.49092335845079,0.3937097398188749
9,0.7131319554848966,0.7880424753516523,0.6580362487003067,0.6828309642277508,0.6696397482810517,0.5046848729652236,0.4154469030824819
10,0.716335453100159,0.7884548727768478,0.667367868669935,0.6772891413649401,0.6705266613512507,0.5061373937537013,0.4217177189178368
11,0.7095786963434022,0.7822448970715743,0.6583712873098552,0.6747789892326413,0.6661426340773677,0.5018944703588653,0.4086769540114427
12,0.7138950715421304,0.7888688283751157,0.6719807000425317,0.6571093488801669,0.6637368140921601,0.49813520872290207,0.4151901620701435
13,0.7096899841017488,0.7866436153229454,0.659059149236002,0.6866333435793814,0.6719169970336163,0.5074790356154673,0.41067245737919217
14,0.7096899841017489,0.7822999303400596,0.6515796702920157,0.6891556897503642,0.668794605487703,0.5046522469379563,0.41075559119113686
15,0.695039745627981,0.7781313012589703,0.6449345285738425,0.6389481796182866,0.6404269823895955,0.4728729759519672,0.37592693096933316
16,0.7087201907790144,0.7816521757181097,0.6527384377719926,0.6838092499135764,0.6668930453910016,0.502405576753604,0.4082989264846302
17,0.723926868044515,0.7904300705074485,0.6749142782238854,0.6929659397918151,0.6824121293336836,0.5186670303413434,0.43943040351355706
18,0.7185691573926868,0.7943516640984563,0.6692359238126075,0.6805207300946159,0.6739835316237057,0.5094508227422153,0.4264475628879522
19,0.7203974562798092,0.7971068241075078,0.6701923561749649,0.6905036159244153,0.6792753979895554,0.5163168779538042,0.43213429476035403
20,0.7163672496025437,0.7883781859682975,0.6842003535307306,0.6279379875962596,0.65336790265639,0.48594056010813735,0.41606646036271894
21,0.715691573926868,0.7926127359895497,0.6781965134315877,0.6450877557460963,0.6601276889677947,0.49407178997926166,0.41627592688089493
22,0.7097535771065183,0.7840104349252125,0.6564133460027187,0.6824540785475244,0.6682738436109311,0.504290764077016,0.4103896304057577
23,0.7081319554848967,0.780822788117961,0.6571570080443943,0.6795441141714903,0.666977919471894,0.5013363554648075,0.40805100012657747
24,0.7112798092209857,0.7864954534427069,0.663346623452117,0.6602465490203379,0.6610243840760424,0.49566404839360134,0.4093791087352794
25,0.7193402225755168,0.7957675878294543,0.6599831435043938,0.7152243763884638,0.6855770958986667,0.5232503961238532,0.4337772210225951
26,0.7154292527821939,0.795001954610909,0.6720651583498507,0.6640678376283332,0.6666292440912703,0.5017112608783907,0.4187525737925686
27,0.7117806041335453,0.7893173696819014,0.6584608822957891,0.6813947194442338,0.6672341842127816,0.5026107223568644,0.41522420184018544
28,0.7196899841017488,0.7997086199756324,0.6850803469929465,0.6464807183913721,0.6637855892962029,0.49770680716589705,0.4255515925137776
29,0.7162798092209857,0.7864253672290563,0.6796426816573721,0.6432002534294282,0.6592079660097605,0.4923751036773723,0.41807233910754843
30,0.7140461049284579,0.7888062411538106,0.6697754699265965,0.6702317740953921,0.6685344951870261,0.5048920713298642,0.41754325466576686
31,0.717162162162162,0.7922465826209538,0.6724110155107621,0.6768754838162474,0.6739077165749074,0.5094191916030099,0.42418865921371135
32,0.7009856915739269,0.7779657344150614,0.6473440491649737,0.6746577233026375,0.6595351016293813,0.493127513850931,0.39448121800567043
33,0.7138712241653418,0.7885738372329965,0.6795764619101048,0.6337316555273509,0.6538844566885718,0.4883914743377186,0.4129120335385398
34,0.7240461049284579,0.7970218848996712,0.6832992635074788,0.662991062081006,0.6717424156993134,0.5077644298062571,0.43374074536621154
35,0.7126868044515104,0.7845014442410283,0.6670135201294792,0.6632917332691162,0.6635310460795251,0.49824052371532007,0.4146256929316555
36,0.7079809220985691,0.781158823140186,0.6598365387862927,0.6711400791996741,0.6641198178112998,0.4987024043293128,0.40628756494441326
37,0.708577106518283,0.7825294106298226,0.659244260506073,0.663773609155954,0.6607037661038795,0.4960309361083993,0.40508930817713523
38,0.7222257551669317,0.797506152047236,0.6857341313463996,0.6474591479210489,0.6641865917504034,0.5004306471017294,0.43001639044782286
39,0.7174006359300477,0.793716701882424,0.679530290101292,0.650299338439295,0.6620811596533898,0.49628661055491285,0.4231730681172415
40,0.7182511923688394,0.7965746969788715,0.6712225108341061,0.6844531644238129,0.6765209576954757,0.5125338544173678,0.42734411858635746
41,0.7125755166931639,0.7912464314398472,0.6680275449163455,0.6553413777470691,0.6607405526974974,0.4964436272512439,0.41052306425387725
42,0.7194276629570747,0.7850776977312952,0.6702673661238866,0.6827930111520055,0.675067664039248,0.5107747452837583,0.42814086052430056
43,0.7133704292527822,0.786243297087983,0.6626981210010336,0.67871842085469,0.6694580511936132,0.5043775094931415,0.4160805084111644
44,0.7203656597774244,0.7899572861856259,0.6727738386818533,0.680419965548039,0.6743362888605139,0.5103128529789798,0.43130632387189854
45,0.7043640699523053,0.7788685937702354,0.6706183975300113,0.6217865118748217,0.6448684413055106,0.4769795885980027,0.3910974600680958
46,0.715135135135135,0.786552417227991,0.658130866219677,0.699098531043228,0.6770764442986239,0.5142691284535337,0.42304601310538364
47,0.7215421303656598,0.8014550237019681,0.6719218112704448,0.6958177953419336,0.6822175174562373,0.5187721463254404,0.43617489350623423
48,0.7253100158982511,0.7984740468620716,0.6757360900021151,0.6961897635617968,0.6849137174264431,0.5224238687528233,0.44214886310960305
49,0.6970111287758347,0.7743693140667904,0.6368617972356967,0.6831617674063991,0.6576126242267554,0.490912287675647,0.38821193200597603
