,Accuracy,AUC,Precision,Recall,F1,JI,MCC
1,0.6171617161716172,0.6293238993710693,0.5625,0.875,0.6847826086956522,0.5206611570247934,0.294205671176597
2,0.5610561056105611,0.5797955974842768,0.5207547169811321,0.9583333333333334,0.6748166259168704,0.5092250922509225,0.2406434246694741
3,0.6237623762376238,0.6388888888888888,0.5619834710743802,0.9444444444444444,0.7046632124352331,0.544,0.3459431271863008
4,0.6204620462046204,0.6360718029350105,0.5591836734693878,0.9513888888888888,0.7043701799485862,0.5436507936507936,0.34544658529470723
5,0.6171617161716172,0.6319444444444444,0.5583333333333333,0.9305555555555556,0.6979166666666666,0.536,0.32473194752365286
6,0.6237623762376238,0.6372510482180294,0.5646551724137931,0.9097222222222222,0.6968085106382979,0.5346938775510204,0.3236326333302609
7,0.6567656765676567,0.6693527253668763,0.588495575221239,0.9236111111111112,0.7189189189189189,0.5611814345991561,0.38851018789494324
8,0.6303630363036303,0.6438679245283019,0.5689655172413793,0.9166666666666666,0.7021276595744681,0.5409836065573771,0.3392349703070419
9,0.570957095709571,0.5892295597484277,0.5267175572519084,0.9583333333333334,0.6798029556650246,0.5149253731343284,0.260540942624865
10,0.5478547854785478,0.5665618448637316,0.5132075471698113,0.9444444444444444,0.6650366748166259,0.4981684981684982,0.20073375982281255
11,0.6864686468646864,0.6904481132075472,0.6416184971098265,0.7708333333333334,0.7003154574132492,0.5388349514563107,0.38431890697345555
12,0.5775577557755776,0.5942085953878407,0.5317460317460317,0.9305555555555556,0.6767676767676767,0.5114503816793893,0.2514866722050806
13,0.6006600660066007,0.6165487421383649,0.5465587044534413,0.9375,0.690537084398977,0.52734375,0.2998989218558716
14,0.5808580858085809,0.597680817610063,0.5335968379446641,0.9375,0.6801007556675063,0.5152671755725191,0.26282932954587734
15,0.6039603960396039,0.6196933962264151,0.5487804878048781,0.9375,0.6923076923076923,0.5294117647058824,0.3058968553916401
16,0.6237623762376238,0.6359407756813418,0.5669642857142857,0.8819444444444444,0.6902173913043478,0.5269709543568465,0.3092587475640521
17,0.5907590759075908,0.60645964360587,0.540650406504065,0.9236111111111112,0.6820512820512821,0.5175097276264592,0.2720757471326848
18,0.5973597359735974,0.6137316561844863,0.544,0.9444444444444444,0.6903553299492385,0.5271317829457365,0.29900828925439255
19,0.5742574257425742,0.592374213836478,0.5287356321839081,0.9583333333333334,0.6814814814814815,0.5168539325842697,0.26700270443562063
20,0.5742574257425742,0.5900812368972747,0.5303643724696356,0.9097222222222222,0.6700767263427109,0.5038461538461538,0.23179371419439204
21,0.594059405940594,0.6073113207547169,0.5454545454545454,0.875,0.6719999999999999,0.5060240963855421,0.2518158751775266
22,0.6435643564356436,0.6384302935010483,0.652542372881356,0.5347222222222222,0.5877862595419847,0.41621621621621624,0.2835398307002183
23,0.5742574257425742,0.5927017819706499,0.5285171102661597,0.9652777777777778,0.6830466830466831,0.5186567164179104,0.27352058488282094
24,0.6171617161716172,0.6312893081761006,0.559322033898305,0.9166666666666666,0.6947368421052631,0.532258064516129,0.3159699350294089
25,0.5643564356435643,0.5819575471698113,0.5232558139534884,0.9375,0.6716417910447762,0.5056179775280899,0.2301879823970347
26,0.7623762376237624,0.7558962264150944,0.8333333333333334,0.625,0.7142857142857143,0.5555555555555556,0.5336352405042974
27,0.6072607260726073,0.6234931865828093,0.5502008032128514,0.9513888888888888,0.6972010178117047,0.53515625,0.32229698853903016
28,0.6237623762376238,0.6179245283018868,0.631578947368421,0.5,0.5581395348837209,0.3870967741935484,0.24312556272236382
29,0.6105610561056105,0.6276205450733754,0.5511811023622047,0.9722222222222222,0.7035175879396985,0.5426356589147286,0.34619078277201204
30,0.6105610561056105,0.6272929769392034,0.5515873015873016,0.9652777777777778,0.702020202020202,0.5408560311284046,0.3398043143911485
31,0.5544554455445545,0.5721960167714885,0.5173745173745173,0.9305555555555556,0.6650124069478908,0.49814126394052044,0.20466652732495202
32,0.693069306930693,0.6849449685534592,0.7575757575757576,0.5208333333333334,0.617283950617284,0.44642857142857145,0.3938398375671339
33,0.5775577557755776,0.5942085953878407,0.5317460317460317,0.9305555555555556,0.6767676767676767,0.5114503816793893,0.2514866722050806
34,0.6666666666666666,0.6774764150943396,0.6,0.8958333333333334,0.7186629526462395,0.5608695652173913,0.3904719897580258
35,0.6072607260726073,0.6231656184486374,0.5506072874493927,0.9444444444444444,0.6956521739130433,0.5333333333333333,0.3169252237712415
36,0.5742574257425742,0.5904088050314465,0.5301204819277109,0.9166666666666666,0.6717557251908397,0.5057471264367817,0.23595217198082843
37,0.6567656765676567,0.6686975890985325,0.5900900900900901,0.9097222222222222,0.7158469945355189,0.5574468085106383,0.38071473268567413
38,0.5874587458745875,0.6046252620545074,0.5372549019607843,0.9513888888888888,0.6867167919799498,0.5229007633587787,0.28619079017827737
39,0.5808580858085809,0.5973532494758911,0.5338645418326693,0.9305555555555556,0.6784810126582278,0.5134099616858238,0.25788241189350014
40,0.5445544554455446,0.5627620545073375,0.5114503816793893,0.9305555555555556,0.6600985221674877,0.49264705882352944,0.18325860722072002
41,0.594059405940594,0.6089491614255765,0.5435684647302904,0.9097222222222222,0.6805194805194805,0.515748031496063,0.26973004801528727
42,0.6171617161716172,0.6296514675052411,0.5619469026548672,0.8819444444444444,0.6864864864864864,0.522633744855967,0.29743197750255035
43,0.735973597359736,0.733687106918239,0.7388059701492538,0.6875,0.7122302158273381,0.553072625698324,0.4699469164838138
44,0.5973597359735974,0.6143867924528303,0.5433070866141733,0.9583333333333334,0.6934673366834172,0.5307692307692308,0.31029214924021203
45,0.6468646864686468,0.6569706498951782,0.5876777251184834,0.8611111111111112,0.6985915492957746,0.5367965367965368,0.3409519031057885
46,0.5643564356435643,0.5829402515723271,0.5227272727272727,0.9583333333333334,0.6764705882352942,0.5111111111111111,0.24736650056255186
47,0.5544554455445545,0.5735062893081762,0.5168539325842697,0.9583333333333334,0.6715328467153285,0.5054945054945055,0.22689630442375444
48,0.5676567656765676,0.5834643605870021,0.5263157894736842,0.9027777777777778,0.6649616368286444,0.49808429118773945,0.21476741227902216
49,0.594059405940594,0.6102594339622642,0.5421686746987951,0.9375,0.6870229007633587,0.5232558139534884,0.28775906191574946
